role,name,team,mantra_role,quote,fvm,status,starter_probability,data_quality,appearances_previous,average_rating_previous,fantasy_average_previous,goals_previous,assists_previous,xg_previous,xa_previous,penalties_scored,penalties_taken,yellow_cards,red_cards,goals_conceded,penalties_saved,goals_prevented,expected_appearances,expected_goals,expected_assists,expected_fantasy_average,reliability,bonus,potential,risk,value,fantasy_score,tier,profile
D,Mangas,MON,Ds;E,6,15,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.3,0.4,5.91,86,5,15,29,44,32,Cautela,Titolare affidabile
D,Marcandalli,GEN,Dc,6,13,Titolare,0.9,Storico Serie A,31,5.89,5.85,0,1,0.3,0.8,0,0,4,0,0,0,,33,0.2,0.9,5.87,88,5,16,14,45,35,Scommessa,Titolare affidabile
D,Marusic,LAZ,Dd;Ds;E,6,20,Titolare in ballottaggio,0.72,Storico Serie A,33,5.8,5.91,1,2,1.3,1.4,0,0,1,1,0,0,,27,1,1.3,5.91,76,15,25,25,48,36,Scommessa,Rotazione/copertura
D,Monterisi,FRO,Dc,6,14,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.3,0.4,5.91,86,5,15,29,44,32,Cautela,Titolare affidabile
D,Pavard,INT,Dd;Dc,6,18,Riserva/rotazione,0.2,Campione ridotto,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0,,8,0.3,0.3,6.02,34,4,23,73,25,12,Cautela,Profilo rischioso
D,Tavares N.,LAZ,Ds;E,6,17,Riserva/rotazione,0.2,Storico Serie A,21,5.83,5.71,0,0,0.6,2,0,0,5,0,0,0,,7,0.2,0.4,5.85,29,4,24,74,23,11,Cautela,Profilo rischioso
D,Valdepenas,FIO,Ds;Dc,6,18,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.4,0.5,5.94,73,6,17,42,40,28,Cautela,Scommessa nuova
D,Valle,COM,Ds;E,6,18,Alternativa in ballottaggio,0.48,Storico Serie A,26,6.06,6.23,1,3,1,1.2,0,0,3,0,0,0,,17,0.7,1.3,6.2,53,12,29,48,40,26,Cautela,Profilo rischioso
D,Viery,FIO,Ds;Dc,6,19,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.4,0.5,5.94,73,6,17,42,40,28,Cautela,Scommessa nuova
D,Zortea,BOL,Dd;E,6,19,Titolare,0.9,Storico Serie A,28,5.79,5.82,0,2,0.4,2.5,0,0,2,0,0,0,,33,0.3,2.7,5.86,86,13,25,15,51,40,Scommessa,Titolare affidabile
D,Bracaglia,FRO,Ds;Dc,5,11,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.2,0.3,5.9,73,3,14,42,45,27,Cautela,Scommessa nuova
D,Gaspar K.,LEC,Dc,5,12,Titolare in ballottaggio,0.72,Storico Serie A,21,5.81,5.62,0,0,,,0,0,6,1,0,0,,26,0,0.1,5.62,68,0,12,37,38,23,Cautela,Rotazione/copertura
D,Haps,VEN,Ds;E,5,11,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.2,0.2,5.96,34,3,18,81,28,11,Cautela,Profilo rischioso
D,Holm,BOL,Dd;E,5,13,Riserva/rotazione,0.2,Storico Serie A,16,6.03,6.38,1,4,1.3,1.7,0,0,1,1,0,0,,7,0.4,0.9,6.24,26,8,38,76,35,16,Cautela,Profilo rischioso
D,Kelly L.,JUV,Ds;Dc,5,13,Alternativa in ballottaggio,0.48,Storico Serie A,35,6.04,6.1,1,1,,,0,0,4,0,0,0,,18,0.5,0.5,6.09,59,7,20,42,44,26,Cautela,Rotazione/copertura
D,Kempf,COM,Dc,5,13,Alternativa in ballottaggio,0.48,Storico Serie A,30,6.12,6.5,4,1,2.8,0.8,0,0,3,0,0,0,,18,2,0.5,6.43,56,23,31,45,58,35,Scommessa,Profilo rischioso
D,Kofler,CAG,Dc,5,11,Alternativa in ballottaggio,0.48,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,18,0.2,0.2,5.91,55,3,15,60,37,19,Cautela,Profilo rischioso
D,Kolasinac,ATA,Ds;Dc,5,12,Riserva/rotazione,0.2,Storico Serie A,17,5.94,5.85,0,0,0.2,0.3,0,0,3,0,0,0,,7,0.1,0.2,5.92,26,2,18,76,23,8,Cautela,Profilo rischioso
D,Martin,GEN,Ds;E,5,15,Alternativa in ballottaggio,0.48,Storico Serie A,29,5.91,6.05,1,5,1.8,5.6,0,1,2,0,0,0,,18,0.9,3.5,6.22,55,22,47,46,61,38,Scommessa,Profilo rischioso
D,Moreno M.,VEN,Dc,5,11,Alternativa in ballottaggio,0.48,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,18,0.2,0.2,5.91,55,3,15,60,37,19,Cautela,Profilo rischioso
D,Olivera,NAP,B;Ds;E,5,13,Alternativa in ballottaggio,0.48,Storico Serie A,24,5.79,5.73,0,0,1.4,0.7,0,0,3,0,0,0,,17,0.6,0.3,5.85,52,7,19,50,39,22,Cautela,Profilo rischioso
D,Oyono A.,FRO,Dd;E,5,12,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.2,0.2,5.97,34,3,19,81,28,11,Cautela,Profilo rischioso
D,Parisi,FIO,Ds;E,5,12,Riserva/rotazione,0.2,Storico Serie A,23,6.11,6.07,1,1,1.3,1.7,0,0,6,0,0,0,,7,0.4,0.4,6.21,30,6,28,73,33,15,Cautela,Profilo rischioso
D,Pedersen,TOR,Dd;E,5,13,Titolare,0.9,Storico Serie A,28,5.84,5.96,1,2,1.7,2,0,0,3,0,0,0,,33,1.7,2.4,6.01,86,27,29,15,72,50,Buono,Occasione di valore
D,Pedraza,LAZ,Ds;E,5,15,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.3,0.4,5.92,73,5,16,42,47,28,Cautela,Scommessa nuova
D,Rensch,ROM,B;Dd;E,5,16,Riserva/rotazione,0.2,Storico Serie A,18,6.11,6.47,1,4,0.3,2.3,0,0,1,0,0,0,,7,0.3,1,6.35,27,7,38,74,36,17,Cautela,Profilo rischioso
D,Veiga D.,LEC,Dd;E,5,11,Riserva/rotazione,0.2,Storico Serie A,36,5.86,5.74,0,0,,,0,0,9,0,0,0,,8,0,0,5.74,39,0,11,64,25,11,Cautela,Profilo rischioso
D,Vitik,BOL,Dc,5,11,Titolare in ballottaggio,0.72,Storico Serie A,18,5.81,5.72,0,0,0.4,0.1,0,0,3,0,0,0,,25,0.3,0.1,5.77,66,4,14,36,42,26,Cautela,Rotazione/copertura
D,Zè Pedro,CAG,Dd;Dc,5,11,Titolare in ballottaggio,0.72,Storico Serie A,22,5.8,5.7,0,1,0.8,0.4,0,0,6,0,0,0,,26,0.5,0.7,5.75,68,8,18,35,46,29,Cautela,Rotazione/copertura
D,Arizala,UDI,Ds;E,4,8,Riserva/rotazione,0.2,Campione ridotto,5,5.8,5.8,0,0,0,0.2,0,0,0,0,0,0,,7,0.1,0.2,5.87,18,2,17,89,23,4,Cautela,Profilo rischioso
D,Bertola,UDI,Dd;Ds;Dc,4,10,Titolare,0.9,Storico Serie A,25,5.92,5.9,0,1,0.6,0.7,0,0,3,0,0,0,,32,0.5,1,5.94,84,9,18,17,70,40,Scommessa,Occasione di valore
D,Birindelli,MON,Dd;Ds;E,4,12,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.3,0.3,5.9,86,4,14,29,65,36,Scommessa,Titolare affidabile
D,Calvani,FRO,Dc,4,10,Titolare in ballottaggio,0.72,Storico Serie A,24,6.04,6.42,3,1,,0.5,0,0,2,0,0,0,,26,3.1,0.7,6.38,70,36,32,31,92,52,Buono,Occasione di valore
D,Comert,TOR,Dc,4,10,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.2,0.3,5.89,86,3,13,29,64,35,Scommessa,Titolare affidabile
D,Correia T.,VEN,Dd;E,4,12,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.2,0.3,5.9,73,3,14,42,56,29,Cautela,Scommessa nuova
D,Delli Carri,MON,Dc,4,11,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.2,0.3,5.9,73,3,14,42,56,29,Cautela,Scommessa nuova
D,Doig,SAS,Ds;E,4,13,Alternativa in ballottaggio,0.48,Storico Serie A,27,5.81,5.72,0,0,0.7,1,0,0,5,0,0,0,,17,0.3,0.4,5.79,54,5,18,48,47,23,Cautela,Profilo rischioso
D,Gatti,JUV,Dc,4,10,Riserva/rotazione,0.2,Storico Serie A,16,5.97,6.25,2,0,2.1,0.1,0,0,3,0,0,0,,7,0.7,0.1,6.19,26,8,27,76,39,15,Cautela,Profilo rischioso
D,Ghilardi,ROM,Dc,4,10,Riserva/rotazione,0.2,Storico Serie A,21,5.88,5.86,0,0,0.3,0.3,0,0,1,0,0,0,,7,0.1,0.1,5.91,29,1,15,72,29,9,Cautela,Profilo rischioso
D,Halhal,VEN,Dc,4,10,Titolare in ballottaggio,0.72,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,27,0.2,0.3,5.9,73,3,14,42,56,29,Cautela,Scommessa nuova
D,Kabasele,UDI,Dc,4,9,Titolare,0.9,Storico Serie A,29,5.97,6.16,3,0,1.3,0.1,0,0,5,1,0,0,,33,2.3,0.1,6.06,87,25,21,16,86,50,Buono,Occasione di valore
D,Lucchesi,MON,Dc,4,12,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.3,0.3,5.9,86,4,14,29,65,36,Scommessa,Titolare affidabile
D,Mitaj,GEN,Ds;E,4,9,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.2,5.92,34,2,16,81,33,11,Cautela,Profilo rischioso
D,Pongracic,FIO,Dc,4,8,Riserva/rotazione,0.2,Storico Serie A,35,5.89,5.71,0,0,0.7,0.5,0,0,12,0,0,0,,8,0.1,0.1,5.77,38,1,15,66,33,13,Cautela,Profilo rischioso
D,Siebert,LEC,Dc,4,12,Alternativa in ballottaggio,0.48,Storico Serie A,19,5.79,5.87,1,0,0.4,0.2,0,0,3,0,0,0,,17,0.5,0.2,5.81,49,6,17,53,45,21,Cautela,Profilo rischioso
D,Smolcic I.,COM,Dd;E,4,10,Alternativa in ballottaggio,0.48,Storico Serie A,25,6.08,5.96,0,1,0.9,0.7,0,0,8,0,0,0,,17,0.4,0.6,6.03,52,6,20,52,49,24,Cautela,Profilo rischioso
D,Valenti,PAR,Dc,4,10,Titolare in ballottaggio,0.72,Storico Serie A,27,5.87,5.74,0,0,0.6,0.6,0,0,7,0,0,0,,26,0.3,0.3,5.79,72,4,15,31,56,31,Cautela,Rotazione/copertura
D,Walukiewicz,SAS,Dd;Dc,4,10,Titolare in ballottaggio,0.72,Storico Serie A,34,5.79,5.72,0,1,0.2,2.1,0,0,7,0,0,0,,27,0.1,1.3,5.75,76,6,19,26,61,35,Scommessa,Rotazione/copertura
D,Zanoli,UDI,Dd;E,4,10,Riserva/rotazione,0.2,Storico Serie A,19,5.95,6.18,1,2,0.1,1.1,0,0,1,0,0,0,,7,0.2,0.5,6.08,28,4,25,73,36,13,Cautela,Profilo rischioso
D,Zappa,CAG,B;Dd;E,4,9,Alternativa in ballottaggio,0.48,Storico Serie A,25,5.94,6.02,0,3,0.9,1.5,0,0,2,0,0,0,,17,0.4,1.4,6.05,52,9,26,49,54,27,Cautela,Profilo rischioso
D,Akpoguma,FRO,Dc,3,7,Alternativa in ballottaggio,0.48,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,18,0.1,0.2,5.89,55,2,13,60,59,23,Cautela,Profilo rischioso
D,Angelino,ROM,E,3,12,Riserva/rotazione,0.2,Campione ridotto,7,5.79,5.64,0,0,0.2,0.7,0,0,2,0,0,0,,7,0.2,0.3,5.78,20,3,22,90,36,9,Cautela,Profilo rischioso
D,Athekame,MIL,Dd;E,3,8,Riserva/rotazione,0.2,Storico Serie A,19,5.89,6.24,2,2,0.4,1.1,0,0,3,0,0,0,,7,0.3,0.5,6.01,28,5,27,74,49,17,Cautela,Profilo rischioso
D,Britschgi,PAR,Dd;Ds;E,3,10,Riserva/rotazione,0.2,Storico Serie A,28,5.66,5.61,0,2,0.4,1.3,0,0,5,1,0,0,,7,0.1,0.4,5.64,33,3,21,70,44,15,Cautela,Profilo rischioso
D,Candè,SAS,Ds;Dc,3,12,Titolare,0.9,Storico Serie A,8,5.69,5.56,0,0,0.2,0,0,0,2,0,0,0,,30,0.3,0.2,5.6,73,4,14,30,73,34,Cautela,Occasione di valore
D,Carboni A.,MON,Ds;Dc,3,9,Alternativa in ballottaggio,0.48,Campione ridotto,2,5.75,5.75,0,0,,,0,0,0,0,0,0,,18,0.2,0.2,5.91,55,3,14,52,61,25,Cautela,Profilo rischioso
D,Casale,BOL,Dc,3,6,Alternativa in ballottaggio,0.48,Storico Serie A,10,5.55,5.55,0,0,0.7,0.2,0,0,0,0,0,0,,16,0.3,0.2,5.62,43,4,15,57,50,19,Cautela,Profilo rischioso
D,Cittadini,FRO,Dc,3,8,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.2,5.92,34,2,16,81,44,13,Cautela,Profilo rischioso
D,De Winter,MIL,Dd;Dc,3,12,Riserva/rotazione,0.2,Storico Serie A,24,5.71,5.85,1,1,0.7,0.4,0,0,1,0,0,0,,7,0.2,0.2,5.8,31,3,20,70,44,15,Cautela,Profilo rischioso
D,Estupinan,MIL,Ds;E,3,9,Riserva/rotazione,0.2,Storico Serie A,14,5.61,5.68,1,1,0.4,1.5,0,0,5,1,0,0,,7,0.3,0.5,5.56,24,5,27,82,42,13,Cautela,Profilo rischioso
D,Floriani Mussolini,LAZ,Dd;E,3,12,Alternativa in ballottaggio,0.48,Storico Serie A,23,5.72,5.72,0,1,0.4,0.7,0,0,2,0,0,0,,17,0.2,0.6,5.75,51,4,18,50,59,25,Cautela,Profilo rischioso
D,Hainaut,VEN,Dd;E,3,7,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.1,0.2,5.87,86,2,12,29,83,38,Scommessa,Occasione di valore
D,Idrissi R.,CAG,Ds;E,3,7,Riserva/rotazione,0.2,Storico Serie A,19,5.95,6.18,2,0,,3.5,0,0,3,0,0,0,,7,0.6,0.6,6.21,28,9,35,74,60,22,Cautela,Profilo rischioso
D,Joao Mario,FIO,Dd;E,3,7,Alternativa in ballottaggio,0.48,Storico Serie A,15,5.87,6.07,1,1,0.3,0.9,0,0,2,0,0,0,,17,0.5,0.7,5.93,46,8,21,56,63,26,Cautela,Profilo rischioso
D,Kossounou,ATA,Dd;Dc,3,7,Riserva/rotazione,0.2,Storico Serie A,17,5.79,5.94,1,0,0.4,0.2,0,0,1,0,0,0,,7,0.2,0.1,5.86,26,3,17,75,39,11,Cautela,Profilo rischioso
D,Kouadio,MON,Dd;Dc,3,9,Titolare,0.9,Campione ridotto,1,6,6,0,0,2.1,0,0,0,0,0,0,0,,34,0.2,0.2,5.89,86,3,13,21,85,40,Scommessa,Occasione di valore
D,Provstgaard,LAZ,Dc,3,10,Riserva/rotazione,0.2,Storico Serie A,23,5.91,5.85,0,0,0.3,0.3,0,0,3,0,0,0,,7,0.1,0.1,5.9,30,1,15,72,39,11,Cautela,Profilo rischioso
D,Ranieri L.,FIO,Ds;Dc,3,7,Alternativa in ballottaggio,0.48,Storico Serie A,31,5.81,5.74,1,0,1.9,1.1,0,0,8,1,0,0,,18,0.9,0.4,5.82,56,11,21,48,73,32,Cautela,Profilo rischioso
D,Rodriguez Ju.,CAG,Ds;Dc,3,10,Titolare in ballottaggio,0.72,Storico Serie A,16,5.78,5.88,1,0,0.8,0.6,0,0,3,0,0,0,,25,1,0.5,5.83,65,13,20,37,82,38,Scommessa,Rotazione/copertura
D,Schingtienne,VEN,Dc,3,7,Titolare,0.9,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,34,0.1,0.2,5.87,86,2,12,29,83,38,Scommessa,Occasione di valore
D,Sverko,VEN,Ds;Dc,3,7,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.1,5.91,34,1,14,81,42,12,Cautela,Profilo rischioso
D,Troilo,PAR,Dc,3,8,Alternativa in ballottaggio,0.48,Storico Serie A,21,5.88,5.81,1,0,,0.7,0,0,5,2,0,0,,17,0.7,0.3,5.81,50,9,19,55,65,27,Cautela,Profilo rischioso
D,Alhassane,BOL,Ds;E,2,6,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.1,5.91,34,1,14,81,63,16,Cautela,Profilo rischioso
D,Biraghi,TOR,B;Ds;E,2,5,Riserva/rotazione,0.2,Storico Serie A,11,5.73,5.73,0,0,0.1,0.9,0,0,0,0,0,0,,7,0.1,0.2,5.8,22,2,17,78,51,12,Cautela,Profilo rischioso
D,Diawara S.,MIL,Ds;Dc,2,4,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.1,5.91,34,1,14,81,63,16,Cautela,Profilo rischioso
D,Ebosse,UDI,Ds;Dc,2,4,Riserva/rotazione,0.2,Storico Serie A,16,5.75,5.72,0,1,0,0.4,0,0,4,0,0,0,,7,0,0.2,5.65,26,1,15,77,50,12,Cautela,Profilo rischioso
D,Franjic,VEN,B;Ds;E,2,4,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.1,5.91,34,1,14,81,63,16,Cautela,Profilo rischioso
D,Helland,BOL,Dd;Dc,2,5,Riserva/rotazione,0.2,Campione ridotto,6,5.75,5.58,0,0,0.1,0,0,0,2,0,0,0,,7,0.1,0.1,5.64,19,1,15,92,41,7,Cautela,Profilo rischioso
D,Jean,LEC,Dc,2,4,Riserva/rotazione,0.2,Campione ridotto,5,5.8,5.7,0,0,0,0.2,0,0,1,0,0,0,,7,0.1,0.1,5.76,18,1,15,91,42,7,Cautela,Profilo rischioso
D,Lazzari,LAZ,Dd;E,2,8,Riserva/rotazione,0.2,Storico Serie A,17,5.74,5.68,0,0,0.2,0.3,0,0,2,0,0,0,,7,0.1,0.1,5.74,26,1,15,75,51,13,Cautela,Profilo rischioso
D,Marin R.,NAP,Dc,2,6,Riserva/rotazione,0.2,Storico Serie A,21,5.74,5.57,0,0,,2.4,0,0,7,0,0,0,,7,0,0.4,5.63,29,1,19,75,56,15,Cautela,Profilo rischioso
D,Otoa,GEN,Dc,2,5,Riserva/rotazione,0.2,Storico Serie A,10,5.65,5.4,0,0,0.1,0,0,0,1,0,0,0,,7,0.1,0.1,5.66,22,1,15,79,45,10,Cautela,Profilo rischioso
D,Palma,UDI,Dc,2,5,Riserva/rotazione,0.2,Campione ridotto,4,5.5,5.5,0,0,0,0.1,0,0,0,0,0,0,,8,0.1,0.1,5.91,34,1,14,73,63,17,Cautela,Profilo rischioso
D,Pellegrini Lu.,LAZ,Ds;E,2,5,Riserva/rotazione,0.2,Storico Serie A,24,5.73,5.69,1,0,0.7,1.4,0,0,8,0,0,0,,7,0.2,0.2,5.68,31,3,19,73,63,18,Cautela,Profilo rischioso
D,Puczka,GEN,Ds;E,2,7,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.1,5.91,34,1,14,81,63,16,Cautela,Profilo rischioso
D,Sabelli,GEN,Dd;Ds;E,2,5,Riserva/rotazione,0.2,Storico Serie A,13,5.85,5.69,0,0,0.5,0.6,0,0,0,0,0,0,,7,0.1,0.2,5.92,24,2,17,76,55,14,Cautela,Profilo rischioso
D,Sagrado,VEN,Dd;E,2,4,Alternativa in ballottaggio,0.48,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,18,0.1,0.1,5.88,55,1,12,60,86,28,Cautela,Profilo rischioso
D,Van der Brempt,COM,Dd;E,2,5,Riserva/rotazione,0.2,Storico Serie A,14,5.96,5.96,0,1,0.2,1.1,0,0,2,0,0,0,,7,0.1,0.4,5.99,24,3,21,78,61,16,Cautela,Profilo rischioso
D,Abankwah,UDI,Dd;Dc,1,3,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0.1,5.87,34,0,12,81,100,23,Cautela,Profilo rischioso
D,Amey,FRO,Dc,1,1,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Antov,MON,Dc,1,2,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Bakoune,MON,Dd;E,1,4,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.1,5.91,34,1,14,81,100,24,Cautela,Profilo rischioso
D,Cabal,JUV,B;Ds;E,1,4,Riserva/rotazione,0.2,Storico Serie A,10,5.95,6.5,2,0,0.8,0.2,0,0,1,0,0,0,,7,0.4,0.1,6.09,22,5,21,79,100,24,Cautela,Profilo rischioso
D,Carboni F.,PAR,Ds;E,1,3,Riserva/rotazione,0.2,Campione ridotto,2,5.75,5.75,0,0,,,0,0,0,0,0,0,,8,0,0.1,5.87,34,0,12,73,100,24,Cautela,Profilo rischioso
D,Corrado,FRO,Ds;E,1,3,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0.1,5.87,34,0,12,81,100,23,Cautela,Profilo rischioso
D,Cuenca A.,COM,Ds;Dc,1,8,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0.1,0.2,5.92,34,2,16,81,100,24,Cautela,Profilo rischioso
D,De Silvestri,BOL,Dd;E,1,4,Riserva/rotazione,0.2,Storico Serie A,10,6,5.9,0,0,,0.1,0,0,2,0,0,0,,7,0,0.1,5.91,22,0,13,80,92,19,Cautela,Profilo rischioso
D,Gelli J.,FRO,Dc,1,1,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Goldaniga,COM,Dc,1,1,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Gomes,VEN,Ds;Dc,1,1,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Marianucci,NAP,Dc,1,5,Riserva/rotazione,0.2,Storico Serie A,11,5.73,5.73,0,1,0,0.2,0,0,2,0,0,0,,7,0.1,0.2,5.71,22,2,17,80,99,21,Cautela,Profilo rischioso
D,Matturro,GEN,Ds;Dc,1,2,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Mazzocchi,NAP,Dd;Ds;E,1,3,Riserva/rotazione,0.2,Storico Serie A,9,5.83,5.83,0,1,0,0.8,0,0,0,1,0,0,,7,0,0.3,5.76,21,1,16,82,93,19,Cautela,Profilo rischioso
D,Missori,SAS,Dd;E,1,2,Alternativa in ballottaggio,0.48,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,18,0,0,5.85,55,0,10,60,100,30,Cautela,Profilo rischioso
D,Mlacic,UDI,Dc,1,3,Riserva/rotazione,0.2,Campione ridotto,4,5.88,5.62,0,0,0,0,0,0,2,0,0,0,,8,0,0.1,5.87,34,0,12,73,100,24,Cautela,Profilo rischioso
D,Ndaba,LEC,Ds;E,1,4,Riserva/rotazione,0.2,Storico Serie A,10,5.55,5.55,0,0,0.1,0.1,0,0,0,0,0,0,,7,0.1,0.1,5.61,22,1,15,78,89,19,Cautela,Profilo rischioso
D,Ndiaye,PAR,Dc,1,4,Riserva/rotazione,0.2,Storico Serie A,11,5.59,5.36,0,0,0.6,0.1,0,0,3,1,0,0,,7,0.1,0.1,5.42,22,1,15,83,84,17,Cautela,Profilo rischioso
D,Oyono J.,FRO,Dd;E,1,3,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0.1,5.87,34,0,12,81,100,23,Cautela,Profilo rischioso
D,Patric,LAZ,Dd;Dc,1,4,Riserva/rotazione,0.2,Storico Serie A,11,5.82,5.73,0,0,0.3,0.2,0,0,2,0,0,0,,7,0.1,0.1,5.79,22,1,15,80,95,20,Cautela,Profilo rischioso
D,Perez M.,LEC,Dd;Dc,1,1,Riserva/rotazione,0.2,Campione ridotto,1,5.5,5.5,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,73,100,23,Cautela,Profilo rischioso
D,Pieragnolo,SAS,Ds;E,1,1,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Raterink,CAG,Dd;E,1,1,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Rugani,JUV,Dc,1,3,Riserva/rotazione,0.2,Storico Serie A,8,5.62,5.5,0,0,0.1,0,0,0,2,0,0,0,,7,0.1,0.1,5.55,20,1,14,83,81,16,Cautela,Profilo rischioso
D,Vogliacco,GEN,Dd;Dc,1,2,Riserva/rotazione,0.2,Nuovo/senza dati 25-26,0,0,0,0,0,,,0,0,0,0,0,0,,8,0,0,5.85,34,0,10,81,100,22,Cautela,Profilo rischioso
D,Ziolkowski,ROM,Dc,1,2,Riserva/rotazione,0.2,Storico Serie A,9,5.83,5.67,0,0,0.1,0.1,0,0,3,0,0,0,,7,0,0.1,5.68,21,0,12,83,81,16,Cautela,Profilo rischioso
C,Paz N.,COM,T;A,30,250,Titolare,0.9,Storico Serie A,35,6.41,7.34,12,5,8.5,4.5,0,2,5,0,0,0,,34,9.6,5,7.33,91,70,86,11,27,69,Top,Priorità d'asta · piazzati
C,McTominay,NAP,C;T,28,240,Titolare,0.9,Storico Serie A,33,6.35,7.21,10,2,11,1.6,0,1,1,0,0,0,,34,10.9,1.8,7.35,89,72,77,11,28,67,Top,Priorità d'asta
C,Calhanoglu,INT,M;C,27,230,Titolare,0.9,Storico Serie A,22,6.43,7.55,9,4,5.7,3.5,4,5,7,0,0,0,,32,11,6.2,7.5,82,82,92,22,31,72,Top,Priorità d'asta · rigorista · piazzati
